"","GSM4861833","GSM4861834","GSM4861835","GSM4861836","GSM4861837","GSM4861838","GSM4861839","GSM4861840","GSM4861841","GSM4861842","GSM4861843","GSM4861844"
"CAMK1G",2.943334775,3.042299431,3.283809448,3.055115355,3.057291489,3.08144764,3.163881165,3.067424408,3.10535916,2.977370972,2.982821462,2.989926699
"NOL4L",7.191262932,7.398482697,7.274683899,7.283727314,7.345773122,7.337651493,7.226261915,6.89265732,6.859143832,6.895149753,6.715171006,6.971133731
"AL034550.3",7.191262932,7.398482697,7.274683899,7.283727314,7.345773122,7.337651493,7.226261915,6.89265732,6.859143832,6.895149753,6.715171006,6.971133731
"TCFL5",9.3030440395,9.0766009475,8.870315724,9.1455241575,9.0920292195,9.051554391,9.1645171465,9.1632901085,9.147449678,9.2663105615,9.2076971625,9.3917986235
"PRR29",4.542612085,4.5280184255,4.8214891915,4.429015372,4.637662229,4.8161051545,4.8620953755,4.234464341,4.8843106875,4.490449953,4.8503072555,4.539726749
"PRR29-AS1",4.542612085,4.5280184255,4.8214891915,4.429015372,4.637662229,4.8161051545,4.8620953755,4.234464341,4.8843106875,4.490449953,4.8503072555,4.539726749
"AC067852.1",7.79936934566667,7.90335590933333,7.82210750833333,7.81752904366667,7.88947539166667,7.902004876,7.70631841666667,7.77193933133333,7.82897429866667,7.33532522133333,7.70512570966667,7.65843410633333
"HSD17B1",7.3961868675,7.383743257,7.447388381,7.3277474875,7.433145707,7.526046267,7.3511924905,7.3974407755,7.3451434675,7.001135246,7.413466701,7.3639509345
"AC067852.2",7.3961868675,7.383743257,7.447388381,7.3277474875,7.433145707,7.526046267,7.3511924905,7.3974407755,7.3451434675,7.001135246,7.413466701,7.3639509345
"POM121",6.304184835,6.496009401,6.772596053,6.718670657,6.519881275,6.562315612,6.398444865,6.64841838,6.540118978,6.221362052,6.090862993,6.226634022
"POM121C",8.693396422,9.221474135,8.542011997,9.040572681,8.820142007,8.742022142,8.852730837,8.951283203,8.883766132,8.660769092,8.342242318,8.661457079
"RALGAPA1",9.126904598,8.878967562,9.137391996,9.088199844,9.137232568,8.947561456,8.611819582,8.947062443,9.308366437,8.651519467,8.290751188,8.666418619
"CCL27",6.109013206,6.032639635,6.435489703,6.28637861,6.131825929,6.107927776,6.991298501,6.787090947,6.773330232,6.143359549,6.625536656,6.648052546
"AL162231.4",6.904684062,7.037857398,7.088663167,7.1108746175,7.001627526,6.9427520615,7.34702392,7.306673809,7.5162047635,7.0369808965,7.330358621,7.34318105
"TMEM98",4.003702671,3.956601735,4.071433777,3.796361705,3.936289754,4.228153281,4.583018787,4.4447597,4.411426565,3.983326942,3.83690011,4.474431576
"SLC35F2",5.531244213,5.621916307,5.670890959,5.642803992,5.536926241,5.571533748,5.61845904,5.653851804,5.436206412,5.768687907,5.917837663,5.640958734
"AC027601.3",3.496103793,3.462223695,3.448929028,3.4808810065,3.5236458555,3.4354183445,3.605581299,3.35966237,3.5463345565,3.0347361055,3.262005023,3.1838992075
"CEP131",3.496103793,3.462223695,3.448929028,3.4808810065,3.5236458555,3.4354183445,3.605581299,3.35966237,3.5463345565,3.0347361055,3.262005023,3.1838992075
"AL391650.1",7.924344973,7.878025313,7.52396256,7.747646352,7.823389359,7.883515539,7.667785198,7.662942413,7.833141764,7.832499697,7.965310144,7.850791283
"ZNF593",7.924344973,7.878025313,7.52396256,7.747646352,7.823389359,7.883515539,7.667785198,7.662942413,7.833141764,7.832499697,7.965310144,7.850791283
"RGPD5",5.7533453875,5.7653138855,5.464946757,5.5989529485,5.6731805315,5.750130373,6.0546235835,5.9689357245,5.9818345415,5.6624753185,5.7293428375,5.6084211495
"RGPD8",9.2971104685,9.2770159645,9.036238576,9.0839154585,9.2211614565,9.347739868,9.5225156855,9.1863626195,9.3887683875,8.8190640745,8.841796048,8.81480525
"RGPD6",8.820846204,8.86109602,8.26133024,8.523783996,8.670396691,8.803844049,9.345615468,9.255906939,9.249586299,8.719231806,8.848352069,8.600492891
"CNTNAP3B",3.34168312733333,3.978734362,3.27197125433333,3.461029419,3.40940971266667,3.69385156366667,3.01389715233333,3.333546119,2.96391555466667,4.416099091,4.88769142366667,4.53006638466667
"DPH7",5.229160864,5.199524705,5.238039653,5.243258048,5.2037389865,5.363424689,4.923331122,4.9932303465,5.1147369055,4.274599744,4.150403233,4.0657599455
"C16orf92",4.8064317315,4.435899855,4.7757019435,4.7155524705,4.780185259,4.5175667605,4.642517587,4.6882021155,4.8672838595,4.9698276495,4.6177360955,4.673601221
"TLCD3B",2.982481509,2.751135805,3.002045714,2.893921697,2.895834388,2.917066195,2.992057133,2.907277434,2.940619803,3.295012265,2.832916523,2.8391616
"GYPB",3.052754452,3.141068077,3.457532536,3.175005962,3.176851404,3.197336706,3.36683594,3.285037075,3.317207135,5.473598831,5.864875517,4.598392746
"AC107223.1",3.03635623425,3.150565137,3.234313087,3.04644289075,3.1061725455,3.2562001,3.31621492625,3.01085228775,3.4897294775,4.13467529375,4.0762406185,3.25661471925
"ADGRF1",4.4862197085,4.4871433465,5.1553095535,4.8125730605,4.7146376965,4.566849687,4.5222455015,4.79954321,4.7003070555,5.29868892,5.663932852,5.313921
"PRKCA",11.30355218,11.20523214,10.74283832,11.01691208,11.07716442,11.27184465,11.04018663,10.7443108,10.13439181,10.25106132,10.21897553,10.35293122
"ADGRG4",3.628601447,3.910543638,3.8840870085,3.847935938,3.651328913,3.9362527695,2.8212855705,3.3781579835,4.6049584625,3.4274001055,2.887057817,3.0624207515
"NBPF6",2.917199653,2.843481188,2.917178161,2.665502433,2.667346379,3.369877476,2.756102634,3.263449463,2.706514028,3.055698933,2.981484156,2.608702361
"KIAA2012",4.6416220635,4.663331789,4.838153334,4.7624619285,4.6583324125,4.728691544,4.610910158,4.654321962,4.76153754,4.720133842,4.770311624,4.7882793935
"KIAA2012-AS1",6.620107749,6.649243933,6.999857501,6.852960068,6.642859229,6.763132532,6.460385025,6.628846408,6.811170858,6.836688387,6.932430838,6.962352742
"SPIC",3.009499922,3.160514275,2.872298964,2.750530156,2.752390089,3.546545561,2.82409669,2.741655499,2.774078175,3.066403011,2.669345711,2.675418527
"SERF2",8.04689460733333,8.24591342933333,8.307634522,8.28358246966667,8.18183410066667,8.17104485,8.03665433033333,8.14192956633333,8.289638939,8.30718627266667,8.266924097,8.40728149866667
"AC018512.1",7.97392031033333,7.86538114566667,8.04228492066667,7.921459951,7.97691711933333,8.05302557233333,8.00004432,8.040523996,8.03995066666667,7.86655850966667,7.97010272,8.041811136
"SERINC4",2.774247404,2.706681744,2.824775403,2.761178168,2.763030607,2.783593589,2.858423873,2.776314829,2.808606877,2.699656628,2.704296371,3.171292549
"EME2",5.5252115315,5.7425555705,5.283684617,5.616121054,5.5456975055,5.4570293835,5.4615278225,5.479747721,5.66623379,5.1516561545,5.222030029,5.4811532695
"SPSB3",7.08545194333333,7.09279956233333,6.660571784,7.03533411266667,7.009073207,6.90292804533333,6.786147578,6.82256501833333,7.06444405633333,6.37660477333333,6.373647505,6.276686666
"LKAAEAR1",8.743594395,9.083304809,9.2312249425,9.0283415085,9.0122215195,9.063414215,8.3439625605,9.027675429,9.5638839405,9.0814752065,9.1972195625,9.034941084
"OPRL1",8.19039618966667,8.26062924866667,8.36400148366667,8.35909484066667,8.26981795266667,8.200715491,8.27958406433333,8.477171651,8.78552787666667,8.286776419,8.427730806,8.19782454933333
"HCG21",6.87018253,7.004555004,6.115198967,6.593976167,6.657741207,6.755824653,7.951691232,7.218510474,7.020073768,6.844344305,6.952904678,6.403959099
"SFTA2",5.193889028,5.297688907,5.036325447,5.33162914,5.3751883145,4.8235597165,5.445893277,5.626168864,5.471197149,5.2588489085,4.86940845,4.8593830945
"MUCL3",6.87018253,7.004555004,6.115198967,6.593976167,6.657741207,6.755824653,7.951691232,7.218510474,7.020073768,6.844344305,6.952904678,6.403959099
"RGPD3",11.32557476,11.3182130895,11.2791358845,11.3549186755,11.3440307065,11.2769911645,11.31200737,11.066033645,10.6838243755,10.9912914925,10.925241703,10.935801999
"CXADR",2.677521233,2.67244328,2.671469201,2.673335647,2.675176526,2.695611176,2.762753555,2.681156943,2.71324746,2.604977155,2.609587941,2.615598544
"BAHCC1",7.73551997233333,7.82922302433333,7.821575215,7.81689967533333,7.769943461,7.85437961833333,7.904963077,7.96622786566667,8.27080580966667,7.832534267,7.89630542333333,7.77979273866667
"FOXP4",5.657441783,5.837473036,6.041520634,6.011673495,5.59770801,5.959061286,6.097359706,6.016441276,5.757793747,6.117903423,6.006193793,6.078426239
"CFAP44",6.288914676,6.588513759,6.6256034545,6.69578809,6.598169044,6.339827946,6.47193427,6.1643761015,5.916295076,5.8585673865,5.590667205,6.1020991715
"AP000769.1",4.267093477,4.285447463,4.572685411,4.325594198,4.210867355,4.558154881,3.069785823,4.282780287,3.020160367,4.954121713,5.262212452,4.841501526
"STON1",3.011791738,2.889215341,3.029743192,2.705393464,2.707239274,3.534575864,2.807155298,3.408275714,2.757516592,3.257916654,3.230809112,3.149086533
"STON1-GTF2A1L",3.770630015,3.692644591,3.87766715175,3.697425483,3.70586607925,3.93778739875,3.8652695655,3.93634211825,3.72531905075,3.89664064325,3.9426144615,3.8848563835
"CFAP58",4.0132343255,4.176305463,4.1610620315,4.0587159575,4.118626062,4.2059255295,3.794851097,3.7068733815,3.5124980135,4.30310764,4.2275801525,3.7767728125
"LINC01622",2.662746032,2.737758624,2.736011967,2.709143612,2.711024673,2.731905373,2.800880505,2.717502798,2.750293789,2.639660154,2.644371585,2.650513387
"AL033381.1",2.662746032,2.737758624,2.736011967,2.709143612,2.711024673,2.731905373,2.800880505,2.717502798,2.750293789,2.639660154,2.644371585,2.650513387
"CLEC18C",6.822689746,7.105164885,6.472689283,6.832713383,6.855674831,6.722508015,8.50202855,7.888062126,7.218809567,7.252750594,6.929967204,6.694707717
"CELF2",10.19541479,10.39329189,10.56416903,10.32206799,10.39229003,10.53139234,9.720306293,9.762159521,9.353006212,9.529717933,9.296151212,9.627269536
"OFCC1",6.558845253,5.892743074,5.276311421,5.747722287,5.927406848,6.032715263,6.897636846,6.30576427,5.453846116,6.505572345,6.258344901,6.332745817
"ZWINT",4.642473117,4.397104103,4.798534771,4.100647512,4.759269532,5.013340079,4.429898867,3.468655466,3.459024761,4.737845972,4.372415341,4.648083637
"TMEM78",3.062842323,3.03486694,3.00347883,2.761341134,3.553057095,2.783642227,2.894071828,3.420922371,2.84450892,3.15417947,3.50276943,5.160467494
"PPM1N",8.297259693,8.32336632,8.417666951,8.331892116,8.373890169,8.361800625,8.033799629,8.031745039,8.259858635,7.864924982,7.811078133,8.170816904
"ATF7-NPFF",5.73634502266667,6.019834896,6.041987181,5.955885952,5.85233463066667,6.05758404966667,5.279962633,5.390206359,5.90780799133333,5.87408914933333,5.68585548,5.76796408566667
"ATF7",3.688467352,3.884708115,3.884080551,3.91882495,3.641462132,3.966537433,2.578058487,2.49624209,3.738325283,3.412286183,2.990927393,3.739636993
"AC023509.2",3.688467352,3.884708115,3.884080551,3.91882495,3.641462132,3.966537433,2.578058487,2.49624209,3.738325283,3.412286183,2.990927393,3.739636993
"S100A7A",3.122914337,3.150418053,3.19450163,3.121999015,3.123847493,3.144366507,3.211855523,3.129922044,3.162145045,3.053427752,3.058057574,3.064092992
"AC235565.2",4.47417982466667,4.53166884433333,4.74264479066667,4.61644794433333,4.54359314733333,4.55410483966667,4.372734056,4.52281127,4.654100597,4.52327609333333,4.582228756,4.70063859133333
"NXF2B",5.3004393025,5.3782819845,5.765892226,5.5363067475,5.4260318765,5.430780229,5.1218581265,5.3909741245,5.5706036165,5.432750567,5.518693239,5.693066833
"NXF2",5.3004393025,5.3782819845,5.765892226,5.5363067475,5.4260318765,5.430780229,5.1218581265,5.3909741245,5.5706036165,5.432750567,5.518693239,5.693066833
"ANKRD39",8.0666647985,7.9909730755,7.36957181,7.836780149,7.8196760795,7.813977188,7.8272633185,7.697288278,7.7370815695,7.451339975,7.4159670845,7.570110308
"ANKRD23",7.48556193533333,7.35126355,6.83758127833333,7.312790079,7.25698492366667,7.16536648833333,7.180700111,7.06663113,7.26393905966667,6.78674190733333,6.686919677,6.865547398
"BPY2C",3.122817065,3.663925725,3.5791917915,3.278731099,3.280636913,3.686060063,3.398720162,3.8201683475,3.7443956235,4.1635287875,4.2057501585,3.9155357215
"BPY2",3.122817065,3.663925725,3.5791917915,3.278731099,3.280636913,3.686060063,3.398720162,3.8201683475,3.7443956235,4.1635287875,4.2057501585,3.9155357215
"BPY2B",3.122817065,3.663925725,3.5791917915,3.278731099,3.280636913,3.686060063,3.398720162,3.8201683475,3.7443956235,4.1635287875,4.2057501585,3.9155357215
"PTPN20",6.69607385466667,6.72002970266667,7.01199892933333,6.98284112,6.71338001766667,6.63001560533333,6.97793901133333,6.661235464,6.00873618866667,6.30815145066667,6.57138649966667,6.497363106
"SERPINB4",3.465971529,3.5733656515,3.5663322895,4.035474593,3.1758360355,3.4160325515,3.385676474,3.571411804,3.140510636,3.3925274295,2.641314696,3.675891171
"SERPINB11",3.1505232605,3.3368508445,3.5241561235,3.512890489,3.19122519,3.212036691,3.2847924605,3.201691066,3.2343733875,3.618961975,3.3202301315,3.4981707195
"SERPINB3",2.895416352,2.983206099,3.140885384,3.429841178,2.784627696,2.80534976,2.855379096,2.77263483,2.805176699,2.695383575,2.700059212,2.706154355
"AC123768.3",7.1671843228,6.8416247414,7.0295838818,7.0282519706,7.0246876752,7.0934003166,6.0476484954,7.5432865854,6.7523141146,5.7437394752,5.9801868894,5.8958115464
"GOLGA8Q",6.39813680275,5.99377633975,6.037097637,6.08281878125,6.202688121,6.29375883525,5.48325108025,5.68556624575,6.0041918245,4.62039959,4.854339318,4.67255756625
"GOLGA8N",7.1671843228,6.8416247414,7.0295838818,7.0282519706,7.0246876752,7.0934003166,6.0476484954,7.5432865854,6.7523141146,5.7437394752,5.9801868894,5.8958115464
"GOLGA8O",6.370574229,6.02167855466667,6.20458149466667,6.13331534533333,6.26008872666667,6.36390039833333,5.297111171,5.62909172933333,6.020917986,4.41146463,4.69344834466667,4.55186471266667
"DMRTC1B",4.5719665455,4.691362605,4.68904191,4.7399484735,4.5927811675,4.591676337,4.5932352485,4.830687958,4.552466836,4.802073675,4.535893249,4.64763514
"DMRTC1",4.5719665455,4.691362605,4.68904191,4.7399484735,4.5927811675,4.591676337,4.5932352485,4.830687958,4.552466836,4.802073675,4.535893249,4.64763514
"ZNF235",9.33773749833333,9.07446460133333,9.22329626933333,9.217022039,9.223411463,9.228856261,8.845830939,8.76817252133333,8.58279441766667,8.56575702,8.44466913366667,8.68812602066667
"ZNF233",8.852236992,8.640658426,8.370790941,8.596007753,8.596007753,8.666012657,8.614299647,8.43442736,8.353891102,8.339626527,8.186429732,8.527443956
"AC005480.1",9.009734063,8.956921564,8.926055702,8.9868662525,8.94234382,8.93827374,8.6443204285,8.5919505065,8.6051922675,8.661111923,8.5879331825,8.717050467
"ZNF410",9.122540662,9.198967184,9.354950713,9.274237142,9.22889826,9.261042198,8.810427252,8.547391428,8.568822316,8.547391428,8.47331391,8.476021867
"AC005520.1",7.70647265,7.3139056255,7.734385774,7.5958911625,7.687793872,7.5957514255,7.2500970215,6.832957347,6.7249718055,6.6655393545,6.672439076,6.7972725665
"LINC02610",6.045365532,5.958677429,6.359723748,6.250813821,6.120547084,6.041497521,5.708251944,5.891945899,6.046348048,5.515202379,5.556877463,5.34842072
"AC245041.2",4.4594003215,4.5962505875,4.20335597175,4.472929559,4.35898887975,4.33374706425,4.438844973,4.56281604475,4.47253359625,4.72233079075,4.8403203465,4.640983255
"NAA38",8.443867524,8.54615119533333,8.55659135366667,8.43998038733333,8.580126048,8.46516848333333,8.48233939066667,8.52739066166667,8.76675533466667,8.736827836,8.79041291633333,8.73538986166667
"AL365205.1",7.6757149665,7.6527768975,7.61584257,7.4771309615,7.7927346755,7.7416543115,7.6467669575,7.476376077,7.60343829,7.806897758,7.7351986215,7.7340002885
"TOMM6",11.07753967,10.91943394,10.86067609,10.92580993,10.93984696,11.03667928,11.02299046,10.92367716,10.8088362,10.97380626,10.98151299,10.97380626
"CIDEB",5.739607663,5.676960287,6.474049083,6.074371724,6.030778628,5.993975176,5.399807878,5.623345355,5.984351113,6.018051666,5.850047939,5.676329107
"NOP9",5.44925562,5.131441218,5.7569017985,5.3497575855,5.5186458365,5.60441382,5.5271141775,5.304956912,5.579092927,5.365715309,5.35022025,5.296619909
"GOLGA8G",7.266355641,7.3075200285,7.3479617665,7.2398065905,7.3178589155,7.3767917785,6.8942964295,7.0442451475,7.128747263,6.8166787445,6.9246344815,6.843597404
"GOLGA8F",7.266355641,7.3075200285,7.3479617665,7.2398065905,7.3178589155,7.3767917785,6.8942964295,7.0442451475,7.128747263,6.8166787445,6.9246344815,6.843597404
"AL049650.1",10.123549122,9.7949784255,9.8986918735,9.98031754,9.9594278585,9.902345597,10.182327224,10.113390733,9.7820890615,9.707293275,9.7224639005,9.8296320365
"SNRPB",9.070657854,8.829966361,8.970116207,8.94743275,9.012494217,8.989445184,9.069367728,9.044923286,9.160289713,8.62141699,8.669539731,8.587959353
"CCDC144A",4.364963041,5.818278863,4.034686752,4.855225985,4.87279174,4.543825133,5.545702031,5.504622916,4.110236696,6.344531318,6.50925563,5.924154423
"AC098850.3",5.6473761715,6.723455515,5.5271034675,5.978140279,6.069067872,5.895564309,6.3989848215,6.291132642,5.5497439125,7.0089601785,7.1921457605,6.635356054
"ZNF780A",11.29932138,10.4671409,10.30841051,10.62884131,10.66334222,10.73826542,11.75245973,11.78054532,11.89583099,10.94230926,10.62837833,10.98681227
"AC005614.2",11.29932138,10.4671409,10.30841051,10.62884131,10.66334222,10.73826542,11.75245973,11.78054532,11.89583099,10.94230926,10.62837833,10.98681227
"RAP1B",13.59065337,13.54495834,14.18660104,13.77303418,13.78142563,13.81325999,12.69809646,13.09814635,13.34908403,13.14584335,13.05292866,13.24224175
"AC008132.1",5.8511856025,5.494310107,5.447966506,5.5706073295,5.4901266835,5.7620267395,5.7641321305,5.4718788165,5.8280771915,5.3964154775,5.5696972745,5.775546415
"LRRC74B",5.0328402505,5.3907385605,5.4616175975,5.4535623345,5.062590902,5.296693559,5.0570735005,5.138754239,5.342928872,5.2339910395,5.3916432425,5.4238815485
"FAM230E",3.3300686365,2.829551957,2.8840169825,2.89841829,3.1887523955,2.922971388,3.002443071,2.9125035885,3.559558368,2.8285347745,2.8336169925,3.121518103
"AC139256.2",8.982346498,9.02236592766667,8.87793241766667,9.09191664833333,8.97090955833333,8.875728873,9.11568845533333,9.26174307666667,9.42101637766667,8.84374913566667,8.992766756,8.599147192
"PDXDC1",8.51115337383333,8.59854739783333,8.50886077683333,8.5967254195,8.53053240483333,8.563766481,8.54754970733333,8.58289815216667,8.73203575183333,8.22062914033333,8.39138381383333,8.0819667625
"PKD1P6",8.741853973,8.9245258225,9.0339064665,8.944628971,8.912002744,8.860655567,9.0809609465,9.2071001805,9.323760614,8.8821978995,9.0040556565,8.6805350175
"VDAC2",11.1244184,10.95991095,11.1534068,10.97509792,11.03947238,11.22651968,11.03335392,11.09191304,11.09191304,11.28585239,11.3431217,11.19277784
"STX2",10.00321941,9.647796709,9.557595692,9.952078563,9.736149536,9.543054053,10.76796389,10.72194923,10.52516677,10.32888766,10.48527987,10.34911588
"SLX1B-SULT1A4",9.86557025533333,9.35313564433333,9.83326080833333,9.463011234,9.71743117833333,9.92716676433333,8.97674698133333,9.28325154366667,9.33570387966667,9.70601552233333,9.35395718633333,9.90046535066667
"SLX1A-SULT1A3",9.86557025533333,9.35313564433333,9.83326080833333,9.463011234,9.71743117833333,9.92716676433333,8.97674698133333,9.28325154366667,9.33570387966667,9.70601552233333,9.35395718633333,9.90046535066667
"SULT1A4",10.84280502,10.22312162,10.94094933,10.34657538,10.72044078,11.00649708,9.90063031,10.20892696,10.2101489,10.68783228,10.28775814,10.7764689
"SULT1A3",10.84280502,10.22312162,10.94094933,10.34657538,10.72044078,11.00649708,9.90063031,10.20892696,10.2101489,10.68783228,10.28775814,10.7764689
"SNRPN",11.0337632335,10.834668756,10.5918528645,10.8769206735,10.802886875,10.746730586,11.362627389,11.345486667,11.2624206875,10.9126864305,10.8700781955,10.883800799
"AC124312.1",11.0337632335,10.834668756,10.5918528645,10.8769206735,10.802886875,10.746730586,11.362627389,11.345486667,11.2624206875,10.9126864305,10.8700781955,10.883800799
"KIR2DL4",7.54033282,7.181657975,7.258471253,8.128387905,7.541190781,6.422360837,6.171666521,6.621860089,7.008946962,6.663868849,6.536814278,6.693661446
"XAGE5",2.566621669,2.651713458,2.907731154,2.704922519,2.706811997,2.727786121,2.814838826,3.329892907,2.764025773,3.017661008,3.173101631,2.663798929
"LAT",9.181450862,9.431551639,9.697825939,9.481090557,9.443629849,9.398225383,8.925795233,9.18464157,9.508814241,9.034371911,9.200264193,9.322177428
"AC109460.3",6.265373001,6.4597755195,6.4687038405,6.3791425785,6.37355252,6.4751219225,5.7722517425,5.8600381845,6.038499515,5.9839339975,5.8313296105,5.8953532895
"STK26",9.155594926,9.358332258,9.399931877,9.354541194,9.317732274,9.322214298,8.814667238,8.896032158,8.970538721,8.218489468,8.288600869,8.094868077
"ZNF736",4.3706117,4.516122279,4.370895806,4.043300959,4.476084223,4.820282713,5.142794362,5.028436958,4.83233723,4.677279637,4.771357202,3.6289292
"AC026362.1",12.93619745,13.24733935,12.81432068,12.89074198,13.08568344,13.07830268,12.84984925,12.83150423,13.07768997,12.38602294,12.44245327,12.19300754
"ARL6IP4",12.93619745,13.24733935,12.81432068,12.89074198,13.08568344,13.07830268,12.84984925,12.83150423,13.07768997,12.38602294,12.44245327,12.19300754
"SLC4A5",4.388936955,4.821615432,5.115965174,4.887855242,4.628621865,4.823203624,4.754565792,4.221587193,3.675831751,4.28472888,4.265332276,3.939950368
"AC006030.1",7.7963432125,7.802869906,7.911131552,7.788121026,7.7755480625,7.961312257,7.591935131,7.3681000565,7.1146697105,7.734830365,7.562594023,7.641135559
"NEMF",12.41796659275,12.4109335435,12.54854462175,12.5399010085,12.43016948575,12.35874174225,12.532421606,12.59270547275,12.58249488075,12.43509852075,12.40472888825,12.4333896345
"RPL37A",17.38255263,17.27105878,17.08641749,17.24330102,17.25693592,17.25693592,17.31515636,17.23345224,17.20615691,17.1414475,17.1414475,17.11308222
"ELMO3",4.017108498,4.392072232,4.617717572,4.22149895,4.402257636,4.422857138,4.582504934,3.824805441,4.457886293,4.532693114,4.738944599,4.588672967
"AL512328.1",4.17254001,4.550231408,4.401919868,4.435043812,4.393042398,4.37732931,4.288513489,4.601496522,4.426133702,4.46497094,4.755423644,4.842723244
"CAPN9",4.17254001,4.550231408,4.401919868,4.435043812,4.393042398,4.37732931,4.288513489,4.601496522,4.426133702,4.46497094,4.755423644,4.842723244
"TMEM242",8.727566908,7.93069094,7.693329784,8.086585532,8.043832865,8.2796857,8.966008536,8.912507218,8.495670491,7.986320246,8.261229822,8.222567879
"HEY2",4.349903244,4.367462617,4.314090289,4.875791641,4.200626408,4.038952659,4.451947778,4.168091988,4.825674138,2.341143288,2.34575903,2.351776094
"S100A6",16.36880503,16.29019761,16.16294131,16.11065125,16.34574168,16.41468011,16.42539357,16.20806201,16.24169844,16.3645098,16.29849648,16.3645098
"BX470102.1",16.36880503,16.29019761,16.16294131,16.11065125,16.34574168,16.41468011,16.42539357,16.20806201,16.24169844,16.3645098,16.29849648,16.3645098
"S100A7",2.80266775,2.826210815,2.79196278,2.797495569,2.799344164,2.819864477,2.887358828,2.805420164,2.837645204,2.728921031,2.733551146,2.739586945
"S100A10",12.26833057,12.01285509,12.35541786,12.13633317,12.18183346,12.33624737,12.01273249,12.11417649,12.30299207,12.58978075,12.57474481,12.62780539
"AC244453.3",10.68088317,10.33659036,10.11196219,9.405366876,10.54279924,11.17327035,9.903137641,9.71246144,9.508768946,12.03750974,11.70076627,12.4180909
"FCGR1CP",10.68088317,10.33659036,10.11196219,9.405366876,10.54279924,11.17327035,9.903137641,9.71246144,9.508768946,12.03750974,11.70076627,12.4180909
"AC239798.2",9.7495736295,9.434239506,8.7521656065,8.747038859,9.4296753875,9.7677390465,10.4362074255,10.093557205,10.113893053,10.8176332865,10.90275957,10.5956725475
"AC244453.2",10.68088317,10.33659036,10.11196219,9.405366876,10.54279924,11.17327035,9.903137641,9.71246144,9.508768946,12.03750974,11.70076627,12.4180909
"FCGR1B",10.68088317,10.33659036,10.11196219,9.405366876,10.54279924,11.17327035,9.903137641,9.71246144,9.508768946,12.03750974,11.70076627,12.4180909
"AC242842.3",11.81570507,11.877273405,11.681778285,11.348865165,11.862577695,12.230071645,11.690162635,11.63516317,11.61229032,11.509358385,11.643663145,11.40702085
"NBPF10",12.64819375,12.81700461,12.77120031,12.3069252133333,12.8132519366667,13.2004156233333,12.4095563933333,12.2581961266667,12.3604954133333,12.29994676,12.4539058033333,12.18505772
"NBPF14",11.81570507,11.877273405,11.681778285,11.348865165,11.862577695,12.230071645,11.690162635,11.63516317,11.61229032,11.509358385,11.643663145,11.40702085
"NOTCH2NLB",12.77895648,12.79292295,12.26724298,11.93737624,12.69256577,13.16537433,13.22712758,13.0850637,12.97526378,12.85395683,12.98449033,12.77974345
"NOTCH2NLC",12.77895648,12.79292295,12.26724298,11.93737624,12.69256577,13.16537433,13.22712758,13.0850637,12.97526378,12.85395683,12.98449033,12.77974345
"NOTCH2NLA",12.77895648,12.79292295,12.26724298,11.93737624,12.69256577,13.16537433,13.22712758,13.0850637,12.97526378,12.85395683,12.98449033,12.77974345
"TEX28",4.23311742566667,4.251580463,4.333943611,4.30151245233333,4.25468067266667,4.26191739266667,4.509275108,4.03360781833333,4.223975033,4.15078704766667,4.21955879166667,4.18842496933333
"SLCO4A1",2.713864482,2.809131893,2.783882353,2.761895065,2.763791642,2.784844583,2.85452743,2.770461956,2.803523434,2.691977202,2.696727496,2.702919962
"MIR1-1HG",4.711572547,4.3691589445,4.358321978,4.098849416,4.555310375,4.8168687155,4.8932132165,4.9187080935,4.7966822025,4.3561706075,4.2875623195,4.4168012235
"MROH7",3.835906771,3.861685486,3.851300396,3.873627822,3.571878275,4.163535311,3.986558656,3.202744973,3.655064206,3.020416611,3.150160334,3.019535836
"MROH7-TTC4",3.5633719795,3.6602368055,3.6516016975,3.708508747,3.134248091,4.0749163185,3.382014108,3.3262071875,3.1914614335,3.2484222075,3.490435477,3.320511899
"AURKA",4.844305062,4.572948069,4.645382562,4.439690802,4.712286269,5.024199574,4.14411669,4.440420493,3.901451671,4.274615601,4.410833519,4.213577818
"ADNP-AS1",11.85543377,11.55206797,11.57323364,11.6156484,11.60775524,11.71223078,11.54778419,11.69434225,11.46962438,11.77782531,11.69502717,11.89847352
"DPM1",11.85543377,11.55206797,11.57323364,11.6156484,11.60775524,11.71223078,11.54778419,11.69434225,11.46962438,11.77782531,11.69502717,11.89847352
"DIPK1B",5.745426355,5.939924498,6.097552461,5.696074531,6.059855383,6.012088919,5.91796903,5.734729602,5.960647481,5.857540714,5.924230361,6.187026777
"SNHG7",5.745426355,5.939924498,6.097552461,5.696074531,6.059855383,6.012088919,5.91796903,5.734729602,5.960647481,5.857540714,5.924230361,6.187026777
"NUP62CL",5.063727666,5.318507524,5.288530127,5.679649296,5.292924152,4.848315997,4.957427039,4.928524733,5.855427084,4.484426361,4.488843754,4.457446318
"EBNA1BP2",6.724714145,6.590051363,6.657670341,6.443396996,6.75226941133333,6.81077074466667,6.56578102166667,6.43912083833333,6.436968028,6.35106580333333,6.376269932,6.36641687433333
"CFAP57",3.0152048675,2.9365901295,2.9681881415,2.643924119,3.124675492,3.185728097,2.7054692775,2.6199800375,2.653601457,2.540166035,2.544996783,2.5512941265
